0.24,0.00,0.00,0.27,0.00,0.00,0.05,1.00
0.04,0.00,0.00,0.00,0.00,0.07,0.91,1.00
0.06,0.00,0.20,0.13,0.20,0.00,0.10,1.00
0.25,0.00,0.00,0.27,0.00,0.00,0.08,1.00
0.84,0.00,0.00,0.00,0.00,0.00,0.39,1.00
0.14,0.00,0.20,0.07,0.00,0.00,0.14,1.00
0.08,0.00,0.27,0.13,0.13,0.00,0.12,1.00
0.15,0.00,0.07,0.67,0.00,0.00,1.00,0.00
0.74,0.00,0.00,0.00,0.00,0.00,0.19,1.00
0.97,0.00,0.00,0.00,0.00,0.00,0.11,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00
0.07,0.00,0.00,0.00,0.27,0.00,0.08,1.00
0.19,0.00,0.07,0.27,0.00,0.00,0.17,0.67
1.00,0.00,0.00,0.00,0.00,0.00,0.94,1.00
0.07,0.00,0.13,0.07,0.07,0.00,0.11,1.00
0.07,0.00,0.27,0.33,0.07,0.00,0.02,0.67
0.10,0.00,0.40,0.20,0.00,0.00,0.16,1.00
0.93,0.00,0.00,0.00,0.00,0.00,0.13,1.00
0.16,0.00,0.13,0.20,0.00,0.00,0.02,1.00
0.58,0.00,0.00,0.00,0.00,0.00,0.19,1.00
0.40,0.00,0.00,0.27,0.00,0.00,0.20,1.00
0.04,0.00,0.00,0.00,0.00,0.07,0.92,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.13,1.00
0.10,0.00,0.27,0.00,0.00,0.00,0.08,1.00
0.04,0.00,0.13,0.00,0.07,0.07,0.02,1.00
0.75,0.00,0.00,0.00,0.00,0.00,0.11,0.67
0.04,0.00,0.13,0.07,0.27,0.07,0.05,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.11,0.67
1.00,0.00,0.00,0.00,0.00,0.00,0.04,1.00
0.99,0.00,0.00,0.00,0.00,0.00,0.15,1.00
0.20,0.00,0.07,0.20,0.00,0.00,0.13,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.11,1.00
0.33,0.00,0.00,0.07,0.00,0.00,0.26,1.00
0.58,0.00,0.00,0.00,0.00,0.00,0.14,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.09,1.00
0.21,0.00,0.00,0.27,0.00,0.00,0.88,0.67
0.16,0.00,0.07,0.00,0.00,0.00,0.26,1.00
0.93,0.00,0.00,0.00,0.00,0.00,0.17,1.00
0.58,0.00,0.00,0.00,0.00,0.00,0.14,1.00
0.07,0.00,0.20,0.40,0.07,0.00,0.02,0.67
0.00,0.00,0.40,0.07,0.00,0.07,0.10,1.00
0.22,0.00,0.00,0.07,0.00,0.00,0.02,1.00
0.65,0.00,0.00,0.00,0.00,0.00,0.53,1.00
0.08,0.00,0.33,0.07,0.13,0.00,0.05,1.00
0.05,0.00,0.00,0.27,0.07,0.00,0.05,0.67
1.00,0.00,0.00,0.00,0.00,0.00,0.24,1.00
1.00,0.00,0.00,0.00,0.00,0.00,0.24,1.00
0.11,0.00,0.27,0.27,0.00,0.00,0.10,1.00
0.45,0.00,0.00,0.13,0.00,0.00,0.60,0.67
0.02,0.00,0.00,0.33,0.07,0.07,1.00,0.00
0.13,0.00,0.07,0.47,0.00,0.00,0.12,0.67
0.16,0.00,0.20,0.33,0.00,0.00,0.25,1.00
